step time wall-clock mass x-mom y-mom z-mom energy L2 mass-balance
  66800 1.090423e-01 3.421570e+02 1.864328e+01 9.450771e+04 9.597179e+04 0.000000e+00 6.367024e+07 4.898597e+08 1.369260e-03
  66820 1.090750e-01 3.422350e+02 1.994205e+01 1.035725e+05 1.076787e+05 0.000000e+00 6.605051e+07 4.970995e+08 4.289521e-03
  66840 1.091077e-01 3.423210e+02 1.950666e+01 1.042907e+05 1.054868e+05 0.000000e+00 7.728537e+07 5.079741e+08 6.520804e-03
  66860 1.091404e-01 3.424130e+02 2.149761e+01 9.760713e+04 9.413739e+04 0.000000e+00 7.379907e+07 5.060586e+08 9.582588e-03
  66880 1.091731e-01 3.424910e+02 2.271189e+01 1.070420e+05 1.159086e+05 0.000000e+00 6.371413e+07 4.946919e+08 1.249423e-02
  66900 1.092058e-01 3.425670e+02 2.344866e+01 1.126129e+05 1.246199e+05 0.000000e+00 5.499960e+07 4.871496e+08 1.264882e-02
  66920 1.092385e-01 3.426440e+02 1.832015e+01 1.078219e+05 1.165051e+05 0.000000e+00 6.140463e+07 4.946652e+08 8.824453e-03
  66940 1.092712e-01 3.427210e+02 2.222215e+01 1.056879e+05 1.104391e+05 0.000000e+00 8.076785e+07 5.067380e+08 2.287407e-03
  66960 1.093039e-01 3.427990e+02 2.497015e+01 1.157783e+05 1.249591e+05 0.000000e+00 9.186978e+07 5.068418e+08 4.733806e-03
  66980 1.093366e-01 3.428740e+02 2.158591e+01 1.160770e+05 1.243106e+05 0.000000e+00 7.415384e+07 5.069844e+08 1.052734e-02
  67000 1.093693e-01 3.429500e+02 1.836513e+01 1.078168e+05 1.151624e+05 0.000000e+00 6.521602e+07 5.170822e+08 1.413544e-02
  67020 1.094020e-01 3.430290e+02 2.295441e+01 1.008212e+05 1.061489e+05 0.000000e+00 6.842253e+07 5.283108e+08 1.476678e-02
  67040 1.094347e-01 3.431060e+02 2.195441e+01 1.030350e+05 1.078008e+05 0.000000e+00 6.973907e+07 5.254799e+08 1.197122e-02
  67060 1.094674e-01 3.431830e+02 1.738895e+01 1.010246e+05 1.069883e+05 0.000000e+00 6.636349e+07 5.096499e+08 6.547164e-03
  67080 1.095001e-01 3.432590e+02 1.741017e+01 9.370004e+04 1.008611e+05 0.000000e+00 6.333821e+07 4.924277e+08 7.673083e-04
  67100 1.095328e-01 3.433580e+02 1.967372e+01 1.007056e+05 1.018288e+05 0.000000e+00 6.197605e+07 4.924742e+08 3.288396e-03
  67120 1.095655e-01 3.434370e+02 1.958619e+01 1.044516e+05 1.091972e+05 0.000000e+00 7.439007e+07 5.044744e+08 5.856140e-03
  67140 1.095982e-01 3.435150e+02 2.114059e+01 1.008435e+05 9.794911e+04 0.000000e+00 7.702180e+07 5.088036e+08 8.643925e-03
  67160 1.096309e-01 3.435930e+02 2.060172e+01 1.014875e+05 1.042509e+05 0.000000e+00 6.685094e+07 4.998002e+08 1.163698e-02
  67180 1.096636e-01 3.436710e+02 2.389333e+01 1.119350e+05 1.224400e+05 0.000000e+00 5.924773e+07 4.888416e+08 1.266753e-02
  67200 1.096963e-01 3.437490e+02 2.110607e+01 1.112495e+05 1.219808e+05 0.000000e+00 5.686459e+07 4.891860e+08 1.005434e-02
  67220 1.097290e-01 3.438250e+02 1.944081e+01 1.005072e+05 1.043688e+05 0.000000e+00 6.726801e+07 5.024646e+08 4.309871e-03
  67240 1.097617e-01 3.439010e+02 2.454091e+01 1.132518e+05 1.208617e+05 0.000000e+00 9.090700e+07 5.076031e+08 2.514525e-03
  67260 1.097944e-01 3.440240e+02 2.372950e+01 1.171666e+05 1.257056e+05 0.000000e+00 8.460778e+07 5.055692e+08 8.554187e-03
  67280 1.098271e-01 3.441060e+02 1.728774e+01 1.124207e+05 1.214347e+05 0.000000e+00 6.011077e+07 5.112859e+08 1.285585e-02
  67300 1.098598e-01 3.441840e+02 2.162241e+01 9.968062e+04 1.044579e+05 0.000000e+00 6.710286e+07 5.243419e+08 1.483575e-02
  67320 1.098925e-01 3.442610e+02 2.308698e+01 1.029663e+05 1.089732e+05 0.000000e+00 6.945475e+07 5.285261e+08 1.377037e-02
  67340 1.099252e-01 3.443390e+02 1.885937e+01 1.021786e+05 1.074015e+05 0.000000e+00 6.755495e+07 5.173587e+08 9.577756e-03
  67360 1.099579e-01 3.444150e+02 1.582438e+01 9.762160e+04 1.048570e+05 0.000000e+00 6.348631e+07 4.981637e+08 3.744745e-03
  67380 1.099906e-01 3.444930e+02 1.901335e+01 9.598481e+04 9.348182e+04 0.000000e+00 6.362774e+07 4.896938e+08 1.368303e-03
  67400 1.100233e-01 3.446260e+02 1.992763e+01 1.043603e+05 1.092603e+05 0.000000e+00 6.881482e+07 4.991779e+08 4.769389e-03
  67420 1.100560e-01 3.447290e+02 2.007294e+01 1.035998e+05 1.030098e+05 0.000000e+00 7.764219e+07 5.086281e+08 7.592099e-03
  67440 1.100887e-01 3.448300e+02 2.139926e+01 9.632928e+04 9.197726e+04 0.000000e+00 7.171471e+07 5.045499e+08 1.071465e-02
  67460 1.101214e-01 3.449360e+02 2.323906e+01 1.079646e+05 1.188463e+05 0.000000e+00 6.154499e+07 4.926859e+08 1.279691e-02
  67480 1.101541e-01 3.450450e+02 2.299231e+01 1.130124e+05 1.242130e+05 0.000000e+00 5.469995e+07 4.864577e+08 1.166649e-02
  67500 1.101868e-01 3.451810e+02 1.707417e+01 1.059392e+05 1.132124e+05 0.000000e+00 6.203197e+07 4.962107e+08 6.964237e-03
  67520 1.102195e-01 3.453150e+02 2.304557e+01 1.075533e+05 1.135603e+05 0.000000e+00 8.451380e+07 5.068643e+08 4.651284e-04
  67540 1.102522e-01 3.454160e+02 2.483027e+01 1.160327e+05 1.248215e+05 0.000000e+00 9.075817e+07 5.059089e+08 5.771453e-03
  67560 1.102849e-01 3.455160e+02 2.052597e+01 1.153039e+05 1.240507e+05 0.000000e+00 6.924941e+07 5.070840e+08 1.063618e-02
  67580 1.103176e-01 3.457820e+02 1.940548e+01 1.051284e+05 1.127119e+05 0.000000e+00 6.640798e+07 5.183719e+08 1.368338e-02
  67600 1.103503e-01 3.458920e+02 2.318617e+01 1.018610e+05 1.067920e+05 0.000000e+00 6.942589e+07 5.284457e+08 1.423898e-02
  67620 1.103830e-01 3.459920e+02 2.124657e+01 1.031771e+05 1.080069e+05 0.000000e+00 6.843945e+07 5.235970e+08 1.168399e-02
  67640 1.104157e-01 3.460950e+02 1.687748e+01 9.999698e+04 1.062878e+05 0.000000e+00 6.542399e+07 5.061499e+08 6.589213e-03
  67660 1.104484e-01 3.461960e+02 1.794990e+01 9.237493e+04 9.926990e+04 0.000000e+00 6.440441e+07 4.907109e+08 1.000886e-03
  67680 1.104811e-01 3.462960e+02 1.982678e+01 1.018101e+05 1.043793e+05 0.000000e+00 6.249456e+07 4.939943e+08 3.280548e-03
  67700 1.105138e-01 3.463960e+02 1.939904e+01 1.042384e+05 1.083067e+05 0.000000e+00 7.575498e+07 5.060209e+08 6.508490e-03
  67720 1.105465e-01 3.464970e+02 2.135556e+01 9.964924e+04 9.640474e+04 0.000000e+00 7.606525e+07 5.080925e+08 9.808268e-03
  67740 1.105792e-01 3.466060e+02 2.151944e+01 1.041548e+05 1.093371e+05 0.000000e+00 6.606897e+07 4.979423e+08 1.261939e-02
  67760 1.106119e-01 3.467360e+02 2.384618e+01 1.123501e+05 1.240396e+05 0.000000e+00 5.783890e+07 4.874683e+08 1.277899e-02
  67780 1.106446e-01 3.468490e+02 2.013912e+01 1.100440e+05 1.205944e+05 0.000000e+00 5.892148e+07 4.902878e+08 9.133441e-03
  67800 1.106773e-01 3.469630e+02 2.059951e+01 1.029850e+05 1.040909e+05 0.000000e+00 7.292280e+07 5.037355e+08 2.933176e-03
  67820 1.107100e-01 3.470640e+02 2.482644e+01 1.141248e+05 1.231223e+05 0.000000e+00 9.187606e+07 5.069926e+08 3.515483e-03
  67840 1.107427e-01 3.471640e+02 2.301891e+01 1.171217e+05 1.250966e+05 0.000000e+00 8.107255e+07 5.052545e+08 8.701124e-03
  67860 1.107754e-01 3.472750e+02 1.666416e+01 1.109544e+05 1.190007e+05 0.000000e+00 6.168368e+07 5.123680e+08 1.222038e-02
  67880 1.108081e-01 3.473910e+02 2.224480e+01 9.937193e+04 1.051735e+05 0.000000e+00 6.822697e+07 5.252199e+08 1.378016e-02
  67900 1.108408e-01 3.475000e+02 2.275600e+01 1.026450e+05 1.085192e+05 0.000000e+00 7.025429e+07 5.274262e+08 1.269190e-02
  67920 1.108735e-01 3.476020e+02 1.804182e+01 1.013967e+05 1.071821e+05 0.000000e+00 6.782552e+07 5.144474e+08 8.779937e-03
  67940 1.109062e-01 3.477020e+02 1.645499e+01 9.597618e+04 1.029852e+05 0.000000e+00 6.398864e+07 4.954552e+08 3.355917e-03
  67960 1.109389e-01 3.478010e+02 1.932796e+01 9.794079e+04 9.620400e+04 0.000000e+00 6.393065e+07 4.902943e+08 1.561360e-03
  67980 1.109716e-01 3.478990e+02 1.985136e+01 1.046278e+05 1.099623e+05 0.000000e+00 7.124437e+07 5.014249e+08 5.317240e-03
  68000 1.110043e-01 3.480120e+02 2.055580e+01 1.023681e+05 1.000997e+05 0.000000e+00 7.767864e+07 5.091142e+08 8.836473e-03
  68020 1.110370e-01 3.481360e+02 2.118748e+01 9.588519e+04 9.501123e+04 0.000000e+00 6.922593e+07 5.032911e+08 1.224205e-02
  68040 1.110697e-01 3.482690e+02 2.361186e+01 1.096866e+05 1.208406e+05 0.000000e+00 5.984389e+07 4.914140e+08 1.368490e-02
  68060 1.111024e-01 3.483990e+02 2.237853e+01 1.126598e+05 1.235538e+05 0.000000e+00 5.419770e+07 4.868632e+08 1.134886e-02
  68080 1.111351e-01 3.485420e+02 1.734333e+01 1.039261e+05 1.098253e+05 0.000000e+00 6.207327e+07 4.983836e+08 5.627618e-03
  68100 1.111678e-01 3.486760e+02 2.373360e+01 1.102929e+05 1.166305e+05 0.000000e+00 8.759189e+07 5.072640e+08 1.230121e-03
  68120 1.112005e-01 3.487910e+02 2.452606e+01 1.164848e+05 1.247559e+05 0.000000e+00 8.903152e+07 5.056338e+08 7.045691e-03
  68140 1.112332e-01 3.489070e+02 1.933898e+01 1.144701e+05 1.229095e+05 0.000000e+00 6.410105e+07 5.079532e+08 1.103223e-02
  68160 1.112659e-01 3.490180e+02 2.035037e+01 1.033301e+05 1.097715e+05 0.000000e+00 6.690528e+07 5.199373e+08 1.323172e-02
  68180 1.112986e-01 3.491290e+02 2.326571e+01 1.027407e+05 1.079281e+05 0.000000e+00 7.001492e+07 5.283119e+08 1.325594e-02
  68200 1.113313e-01 3.492380e+02 2.040573e+01 1.026884e+05 1.081152e+05 0.000000e+00 6.862822e+07 5.215035e+08 1.060291e-02
  68220 1.113640e-01 3.493490e+02 1.635452e+01 9.954562e+04 1.061060e+05 0.000000e+00 6.560325e+07 5.029641e+08 5.837387e-03
  68240 1.113967e-01 3.494600e+02 1.842416e+01 9.351749e+04 9.761660e+04 0.000000e+00 6.426043e+07 4.898167e+08 7.253967e-04
  68260 1.114294e-01 3.495730e+02 1.992320e+01 1.027426e+05 1.063428e+05 0.000000e+00 6.402318e+07 4.960260e+08 3.465314e-03
  68280 1.114621e-01 3.496850e+02 1.908984e+01 1.044527e+05 1.067451e+05 0.000000e+00 7.677849e+07 5.075580e+08 7.219028e-03
  68300 1.114948e-01 3.497900e+02 2.147436e+01 9.849995e+04 9.518044e+04 0.000000e+00 7.477700e+07 5.075105e+08 1.113413e-02
  68320 1.115275e-01 3.498880e+02 2.229158e+01 1.061523e+05 1.135770e+05 0.000000e+00 6.473821e+07 4.968372e+08 1.388692e-02
  68340 1.115602e-01 3.499990e+02 2.363163e+01 1.124051e+05 1.246655e+05 0.000000e+00 5.574223e+07 4.872647e+08 1.313533e-02
  68360 1.115929e-01 3.501250e+02 1.904349e+01 1.089632e+05 1.184604e+05 0.000000e+00 6.047711e+07 4.923976e+08 8.272173e-03
  68380 1.116256e-01 3.502440e+02 2.163637e+01 1.048181e+05 1.080472e+05 0.000000e+00 7.795183e+07 5.052658e+08 1.282362e-03
  68400 1.116583e-01 3.503450e+02 2.494745e+01 1.151200e+05 1.244310e+05 0.000000e+00 9.217834e+07 5.069396e+08 5.165885e-03
  68420 1.116910e-01 3.504470e+02 2.215662e+01 1.163168e+05 1.247304e+05 0.000000e+00 7.711285e+07 5.058118e+08 9.669904e-03
  68440 1.117237e-01 3.505870e+02 1.768497e+01 1.091900e+05 1.165279e+05 0.000000e+00 6.382716e+07 5.141466e+08 1.221887e-02
  68460 1.117564e-01 3.508140e+02 2.272375e+01 1.004445e+05 1.059333e+05 0.000000e+00 6.859203e+07 5.261289e+08 1.291694e-02
  68480 1.117891e-01 3.509180e+02 2.227976e+01 1.024720e+05 1.077345e+05 0.000000e+00 7.029395e+07 5.261613e+08 1.140341e-02
  68500 1.118218e-01 3.510190e+02 1.762999e+01 1.013218e+05 1.067110e+05 0.000000e+00 6.720119e+07 5.118718e+08 7.678020e-03
  68520 1.118545e-01 3.511330e+02 1.707824e+01 9.437715e+04 1.018160e+05 0.000000e+00 6.347735e+07 4.932728e+08 2.925330e-03
  68540 1.118872e-01 3.512370e+02 1.957539e+01 9.974668e+04 9.986506e+04 0.000000e+00 6.279386e+07 4.913951e+08 1.391211e-03
  68560 1.119199e-01 3.513370e+02 1.970401e+01 1.043653e+05 1.097792e+05 0.000000e+00 7.330640e+07 5.035805e+08 5.195148e-03
  68580 1.119526e-01 3.514500e+02 2.094892e+01 1.016148e+05 9.845908e+04 0.000000e+00 7.740334e+07 5.093520e+08 9.242970e-03
  68600 1.119853e-01 3.515720e+02 2.085783e+01 9.950628e+04 1.005866e+05 0.000000e+00 6.704945e+07 5.021310e+08 1.304435e-02
  68620 1.120180e-01 3.516840e+02 2.381474e+01 1.112462e+05 1.218506e+05 0.000000e+00 5.957277e+07 4.907576e+08 1.433098e-02
  68640 1.120507e-01 3.518020e+02 2.161989e+01 1.118178e+05 1.229333e+05 0.000000e+00 5.515447e+07 4.882832e+08 1.123903e-02
  68660 1.120834e-01 3.519160e+02 1.865869e+01 1.013581e+05 1.068110e+05 0.000000e+00 6.332462e+07 5.008800e+08 4.648731e-03
  68680 1.121161e-01 3.520180e+02 2.426263e+01 1.123115e+05 1.190411e+05 0.000000e+00 8.995380e+07 5.078169e+08 2.610961e-03
  68700 1.121488e-01 3.521170e+02 2.405979e+01 1.166813e+05 1.254188e+05 0.000000e+00 8.670469e+07 5.060234e+08 8.200850e-03
  68720 1.121815e-01 3.522290e+02 1.805164e+01 1.134666e+05 1.222543e+05 0.000000e+00 6.072630e+07 5.096197e+08 1.151297e-02
  68740 1.122142e-01 3.523660e+02 2.116908e+01 1.013203e+05 1.062071e+05 0.000000e+00 6.669845e+07 5.217625e+08 1.283123e-02
  68760 1.122469e-01 3.524800e+02 2.319196e+01 1.030304e+05 1.087051e+05 0.000000e+00 6.975729e+07 5.280035e+08 1.208063e-02
  68780 1.122796e-01 3.526170e+02 1.946118e+01 1.022736e+05 1.074105e+05 0.000000e+00 6.790319e+07 5.192337e+08 9.127495e-03
  68800 1.123123e-01 3.527380e+02 1.604132e+01 9.853097e+04 1.054195e+05 0.000000e+00 6.469650e+07 5.000555e+08 4.740464e-03
  68820 1.123450e-01 3.528430e+02 1.881674e+01 9.507080e+04 9.509829e+04 0.000000e+00 6.276710e+07 4.896379e+08 4.026922e-04
  68840 1.123777e-01 3.529450e+02 1.995264e+01 1.038436e+05 1.083514e+05 0.000000e+00 6.711732e+07 4.983640e+08 3.328403e-03
  68860 1.124104e-01 3.530460e+02 1.972453e+01 1.041283e+05 1.048185e+05 0.000000e+00 7.746203e+07 5.088957e+08 7.350877e-03
  68880 1.124431e-01 3.531480e+02 2.149002e+01 9.694705e+04 9.342701e+04 0.000000e+00 7.315268e+07 5.066518e+08 1.184922e-02
  68900 1.124758e-01 3.532500e+02 2.290433e+01 1.074769e+05 1.169478e+05 0.000000e+00 6.291350e+07 4.959009e+08 1.475194e-02
  68920 1.125085e-01 3.533520e+02 2.326986e+01 1.128207e+05 1.243078e+05 0.000000e+00 5.476875e+07 4.879004e+08 1.343485e-02
  68940 1.125412e-01 3.534660e+02 1.786271e+01 1.072261e+05 1.153866e+05 0.000000e+00 6.147841e+07 4.952297e+08 7.639088e-03
  68960 1.125739e-01 3.535870e+02 2.252669e+01 1.060110e+05 1.115343e+05 0.000000e+00 8.224151e+07 5.068077e+08 9.975092e-05
  68980 1.126066e-01 3.537010e+02 2.490797e+01 1.158725e+05 1.248591e+05 0.000000e+00 9.172979e+07 5.072487e+08 6.774768e-03
  69000 1.126393e-01 3.538350e+02 2.117917e+01 1.158838e+05 1.241531e+05 0.000000e+00 7.271028e+07 5.071634e+08 1.089817e-02
  69020 1.126720e-01 3.539770e+02 1.875385e+01 1.067936e+05 1.138509e+05 0.000000e+00 6.541204e+07 5.165164e+08 1.258276e-02
  69040 1.127047e-01 3.540870e+02 2.305261e+01 1.009726e+05 1.061765e+05 0.000000e+00 6.880299e+07 5.270113e+08 1.223177e-02
  69060 1.127374e-01 3.542350e+02 2.168206e+01 1.030197e+05 1.074876e+05 0.000000e+00 6.944294e+07 5.247257e+08 9.925271e-03
  69080 1.127701e-01 3.543530e+02 1.717341e+01 1.006868e+05 1.066339e+05 0.000000e+00 6.553937e+07 5.085861e+08 6.064847e-03
  69100 1.128028e-01 3.544610e+02 1.762054e+01 9.333302e+04 9.982100e+04 0.000000e+00 6.356856e+07 4.916602e+08 1.890815e-03
  69120 1.128355e-01 3.545890e+02 1.975737e+01 1.011336e+05 1.027683e+05 0.000000e+00 6.280257e+07 4.931078e+08 1.646824e-03
  69140 1.128682e-01 3.547310e+02 1.950756e+01 1.043875e+05 1.090134e+05 0.000000e+00 7.497768e+07 5.057451e+08 5.206859e-03
  69160 1.129009e-01 3.548730e+02 2.124938e+01 1.004031e+05 9.738880e+04 0.000000e+00 7.682915e+07 5.093362e+08 9.715645e-03
  69180 1.129336e-01 3.549860e+02 2.093459e+01 1.024900e+05 1.059626e+05 0.000000e+00 6.660529e+07 5.009467e+08 1.392773e-02
  69200 1.129663e-01 3.550880e+02 2.387291e+01 1.121235e+05 1.228709e+05 0.000000e+00 5.875221e+07 4.906173e+08 1.486340e-02
  69220 1.129990e-01 3.551890e+02 2.075426e+01 1.109519e+05 1.214901e+05 0.000000e+00 5.757667e+07 4.906312e+08 1.086059e-02
  69240 1.130317e-01 3.553390e+02 1.985252e+01 1.013506e+05 1.029863e+05 0.000000e+00 6.932993e+07 5.034897e+08 3.363231e-03
  69260 1.130644e-01 3.554770e+02 2.464333e+01 1.136533e+05 1.215880e+05 0.000000e+00 9.152024e+07 5.083143e+08 4.410995e-03
  69280 1.130972e-01 3.557780e+02 2.346462e+01 1.171330e+05 1.254495e+05 0.000000e+00 8.374728e+07 5.069168e+08 9.958225e-03
  69300 1.131299e-01 3.558870e+02 1.701664e+01 1.117725e+05 1.206587e+05 0.000000e+00 6.041569e+07 5.120026e+08 1.263504e-02
  69320 1.131626e-01 3.559890e+02 2.186010e+01 9.868406e+04 1.041297e+05 0.000000e+00 6.731074e+07 5.238132e+08 1.289693e-02
  69340 1.131953e-01 3.560900e+02 2.298397e+01 1.027796e+05 1.087928e+05 0.000000e+00 7.007947e+07 5.275382e+08 1.110328e-02
  69360 1.132280e-01 3.562000e+02 1.844274e+01 1.019137e+05 1.073344e+05 0.000000e+00 6.774204e+07 5.168549e+08 7.607788e-03
  69380 1.132607e-01 3.563010e+02 1.597912e+01 9.696403e+04 1.039399e+05 0.000000e+00 6.373903e+07 4.975268e+08 3.462538e-03
  69400 1.132934e-01 3.564020e+02 1.914282e+01 9.650741e+04 9.320966e+04 0.000000e+00 6.353942e+07 4.899543e+08 7.298644e-05
  69420 1.133261e-01 3.565020e+02 1.992578e+01 1.044757e+05 1.095291e+05 0.000000e+00 6.979646e+07 5.005760e+08 3.146723e-03
  69440 1.133588e-01 3.566030e+02 2.026714e+01 1.032873e+05 1.020954e+05 0.000000e+00 7.781223e+07 5.095854e+08 7.149003e-03
  69460 1.133915e-01 3.567020e+02 2.139611e+01 9.589210e+04 9.139048e+04 0.000000e+00 7.116851e+07 5.052432e+08 1.201593e-02
  69480 1.134242e-01 3.568040e+02 2.337414e+01 1.083731e+05 1.194680e+05 0.000000e+00 6.066427e+07 4.946476e+08 1.509032e-02
  69500 1.134569e-01 3.569050e+02 2.277895e+01 1.129227e+05 1.239235e+05 0.000000e+00 5.459972e+07 4.888523e+08 1.357618e-02
  69520 1.134896e-01 3.570100e+02 1.661154e+01 1.054919e+05 1.123324e+05 0.000000e+00 6.199149e+07 4.983012e+08 7.355204e-03
  69540 1.135223e-01 3.571230e+02 2.328669e+01 1.085421e+05 1.143933e+05 0.000000e+00 8.579035e+07 5.081437e+08 9.677623e-04
  69560 1.135550e-01 3.572100e+02 2.472882e+01 1.161228e+05 1.244197e+05 0.000000e+00 9.057360e+07 5.077235e+08 8.141790e-03
  69580 1.135877e-01 3.572880e+02 2.010878e+01 1.148898e+05 1.237643e+05 0.000000e+00 6.795436e+07 5.091279e+08 1.238650e-02
  69600 1.136204e-01 3.573660e+02 1.972768e+01 1.042799e+05 1.116553e+05 0.000000e+00 6.645555e+07 5.193608e+08 1.368702e-02
  69620 1.136531e-01 3.574510e+02 2.324139e+01 1.022719e+05 1.068685e+05 0.000000e+00 6.969155e+07 5.278318e+08 1.249831e-02
  69640 1.136858e-01 3.575450e+02 2.097943e+01 1.030137e+05 1.080624e+05 0.000000e+00 6.879318e+07 5.231214e+08 9.269446e-03
  69660 1.137185e-01 3.576280e+02 1.667277e+01 9.991231e+04 1.059749e+05 0.000000e+00 6.565302e+07 5.057697e+08 4.964849e-03
  69680 1.137512e-01 3.577070e+02 1.809636e+01 9.274607e+04 9.854571e+04 0.000000e+00 6.429224e+07 4.906094e+08 1.108883e-03
  69700 1.137839e-01 3.577830e+02 1.988127e+01 1.020866e+05 1.049006e+05 0.000000e+00 6.243449e+07 4.948626e+08 1.715180e-03
  69720 1.138166e-01 3.578580e+02 1.929683e+01 1.043522e+05 1.078176e+05 0.000000e+00 7.625680e+07 5.073428e+08 4.844838e-03
  69740 1.138493e-01 3.579350e+02 2.144691e+01 9.943975e+04 9.587593e+04 0.000000e+00 7.590676e+07 5.086066e+08 9.424873e-03
  69760 1.138820e-01 3.580130e+02 2.177691e+01 1.048321e+05 1.106000e+05 0.000000e+00 6.569326e+07 4.991003e+08 1.386789e-02
  69780 1.139147e-01 3.580890e+02 2.378313e+01 1.123309e+05 1.241596e+05 0.000000e+00 5.732591e+07 4.900736e+08 1.484105e-02
  69800 1.139474e-01 3.581650e+02 1.978191e+01 1.098593e+05 1.200502e+05 0.000000e+00 5.953465e+07 4.930759e+08 1.066454e-02
  69820 1.139801e-01 3.582420e+02 2.093074e+01 1.035493e+05 1.050611e+05 0.000000e+00 7.466795e+07 5.057473e+08 2.901840e-03
  69840 1.140128e-01 3.583420e+02 2.487590e+01 1.143093e+05 1.235250e+05 0.000000e+00 9.230889e+07 5.085066e+08 5.184554e-03
  69860 1.140455e-01 3.584660e+02 2.274127e+01 1.168902e+05 1.247413e+05 0.000000e+00 8.020860e+07 5.078197e+08 1.098664e-02
  69880 1.140782e-01 3.585450e+02 1.687146e+01 1.105668e+05 1.181240e+05 0.000000e+00 6.245201e+07 5.147114e+08 1.362447e-02
  69900 1.141109e-01 3.586580e+02 2.241874e+01 9.978085e+04 1.053772e+05 0.000000e+00 6.812496e+07 5.258951e+08 1.334298e-02
  69920 1.141436e-01 3.587660e+02 2.264236e+01 1.026770e+05 1.081596e+05 0.000000e+00 7.054546e+07 5.268440e+08 1.064297e-02
  69940 1.141763e-01 3.588440e+02 1.792892e+01 1.014435e+05 1.069753e+05 0.000000e+00 6.780155e+07 5.146192e+08 6.367676e-03
  69960 1.142090e-01 3.589210e+02 1.660416e+01 9.553688e+04 1.025062e+05 0.000000e+00 6.409185e+07 4.953422e+08 2.065390e-03
  69980 1.142417e-01 3.589990e+02 1.940284e+01 9.854707e+04 9.720819e+04 0.000000e+00 6.322030e+07 4.906286e+08 9.742933e-04
  70000 1.142744e-01 3.590780e+02 1.983127e+01 1.046218e+05 1.099061e+05 0.000000e+00 7.205810e+07 5.024902e+08 3.389243e-03
  70020 1.143071e-01 3.591550e+02 2.071407e+01 1.022629e+05 9.955705e+04 0.000000e+00 7.780924e+07 5.098568e+08 6.945947e-03
  70040 1.143398e-01 3.592330e+02 2.116771e+01 9.694802e+04 9.647364e+04 0.000000e+00 6.870737e+07 5.034515e+08 1.167740e-02
  70060 1.143725e-01 3.593230e+02 2.369001e+01 1.102305e+05 1.211396e+05 0.000000e+00 6.008065e+07 4.929703e+08 1.485131e-02
  70080 1.144052e-01 3.594200e+02 2.215833e+01 1.123562e+05 1.233371e+05 0.000000e+00 5.385043e+07 4.897322e+08 1.339109e-02
  70100 1.144379e-01 3.595160e+02 1.772379e+01 1.033674e+05 1.091518e+05 0.000000e+00 6.198001e+07 5.009931e+08 7.195262e-03
  70120 1.144706e-01 3.596120e+02 2.390349e+01 1.109837e+05 1.173618e+05 0.000000e+00 8.854331e+07 5.087043e+08 1.017122e-03
  70140 1.145033e-01 3.597180e+02 2.440314e+01 1.165416e+05 1.247848e+05 0.000000e+00 8.864385e+07 5.076150e+08 8.216126e-03
  70160 1.145360e-01 3.598080e+02 1.895140e+01 1.143171e+05 1.229382e+05 0.000000e+00 6.279696e+07 5.108676e+08 1.263437e-02
  70180 1.145687e-01 3.598870e+02 2.059530e+01 1.027230e+05 1.087160e+05 0.000000e+00 6.690265e+07 5.220833e+08 1.386369e-02
  70200 1.146014e-01 3.599630e+02 2.328337e+01 1.029969e+05 1.082298e+05 0.000000e+00 6.986571e+07 5.283289e+08 1.212290e-02
  70220 1.146341e-01 3.600390e+02 2.017150e+01 1.024616e+05 1.080371e+05 0.000000e+00 6.873144e+07 5.210691e+08 8.102500e-03
  70240 1.146668e-01 3.601160e+02 1.627273e+01 9.937254e+04 1.060654e+05 0.000000e+00 6.553653e+07 5.028436e+08 3.275669e-03
  70260 1.146995e-01 3.601920e+02 1.850771e+01 9.388343e+04 9.670833e+04 0.000000e+00 6.390738e+07 4.900156e+08 5.125375e-04
  70280 1.147322e-01 3.602700e+02 1.994440e+01 1.031518e+05 1.068447e+05 0.000000e+00 6.508077e+07 4.966405e+08 2.843434e-03
  70300 1.147649e-01 3.603470e+02 1.929721e+01 1.044114e+05 1.061896e+05 0.000000e+00 7.715056e+07 5.083507e+08 5.470596e-03
  70320 1.147976e-01 3.604220e+02 2.153165e+01 9.822602e+04 9.467376e+04 0.000000e+00 7.456733e+07 5.073184e+08 9.710004e-03
  70340 1.148303e-01 3.605180e+02 2.248343e+01 1.065606e+05 1.145382e+05 0.000000e+00 6.432068e+07 4.968549e+08 1.386959e-02
  70360 1.148630e-01 3.607430e+02 2.355410e+01 1.123956e+05 1.245761e+05 0.000000e+00 5.520595e+07 4.891951e+08 1.458333e-02
  70380 1.148957e-01 3.608460e+02 1.871697e+01 1.085531e+05 1.176639e+05 0.000000e+00 6.098262e+07 4.952473e+08 1.030990e-02
  70400 1.149284e-01 3.609290e+02 2.189206e+01 1.051812e+05 1.090412e+05 0.000000e+00 7.932389e+07 5.072733e+08 2.620109e-03
  70420 1.149611e-01 3.610070e+02 2.496467e+01 1.155102e+05 1.246694e+05 0.000000e+00 9.227234e+07 5.081436e+08 5.436123e-03
  70440 1.149938e-01 3.610850e+02 2.190312e+01 1.161441e+05 1.245587e+05 0.000000e+00 7.605149e+07 5.083248e+08 1.139361e-02
